14,17
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,1520,1620,1620,1720,10,10,10,10,10,10,10,10,10,
10,10,10,10,1530,1630,1630,1730,10,10,10,10,10,10,10,10,10,
10,10,10,10,1530,1630,1630,1730,10,10,10,10,10,10,10,10,10,
10,10,10,10,1540,1640,1640,1740,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,1581,1681,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,1591,1691,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
